NO,주소1,주소2,단지명,전용면적(㎡),평수(전용),계약년월,계약연도,계약월,계약일,거래금액(만원),동,층,건축년도,도로명
2264,후평동,후평동,춘천더샵,84.9129,25.68603666,202102,2021,02,18,23700,-,7,2008,후석로 325
2265,후평동,후평동,춘천더샵,84.9129,25.68603666,202102,2021,02,17,23000,-,1,2008,후석로 325
2266,후평동,후평동,극동,59.856,18.10635852,202101,2021,01,28,12500,-,11,1997,후석로 459
2267,후평동,후평동,춘천더샵,84.9129,25.68603666,202102,2021,02,15,27900,-,15,2008,후석로 325
2268,후평동,후평동,극동,59.856,18.10635852,202101,2021,01,30,9500,-,6,1997,후석로 459
2269,후평동,후평동,춘천더샵,84.9716,25.70379333,202102,2021,02,8,28200,-,10,2008,후석로 325
2270,후평동,후평동,춘천더샵,145.4234,43.99038054,202102,2021,02,2,34500,-,3,2008,후석로 325
2271,후평동,후평동,춘천더샵,84.9716,25.70379333,202102,2021,02,6,26000,-,13,2008,후석로 325
2272,후평동,후평동,춘천더샵,84.9129,25.68603666,202102,2021,02,5,27900,-,10,2008,후석로 325
2273,후평동,후평동,춘천더샵,59.9429,18.13264565,202102,2021,02,5,23200,-,22,2008,후석로 325
2274,후평동,후평동,춘천더샵,84.9904,25.70948031,202102,2021,02,5,24500,-,3,2008,후석로 325
2275,후평동,후평동,춘천더샵,59.9429,18.13264565,202101,2021,01,31,20800,-,6,2008,후석로 325
2276,후평동,후평동,춘천더샵,53.4088,16.1560893,202101,2021,01,30,20500,-,18,2008,후석로 325
2277,후평동,후평동,춘천더샵,84.9904,25.70948031,202101,2021,01,30,25500,-,5,2008,후석로 325
2278,후평동,후평동,춘천더샵,84.9129,25.68603666,202101,2021,01,30,27900,-,7,2008,후석로 325
2279,후평동,후평동,춘천더샵,53.4088,16.1560893,202101,2021,01,14,20400,-,12,2008,후석로 325
2280,후평동,후평동,춘천더샵,145.5773,44.03693508,202101,2021,01,23,35000,-,6,2008,후석로 325
2281,후평동,후평동,춘천더샵,145.4234,43.99038054,202101,2021,01,26,34800,-,17,2008,후석로 325
2282,후평동,후평동,춘천더샵,53.4088,16.1560893,202101,2021,01,26,20500,-,23,2008,후석로 325
2283,후평동,후평동,극동,59.856,18.10635852,202101,2021,01,20,10000,-,17,1997,후석로 459
2284,후평동,후평동,춘천더샵,127.2412,38.49028979,202101,2021,01,16,32500,-,7,2008,후석로 325
2285,후평동,후평동,극동,84.946,25.69604937,202101,2021,01,14,14700,-,15,1997,후석로 459
2286,후평동,후평동,춘천더샵,145.4234,43.99038054,202101,2021,01,14,31000,-,4,2008,후석로 325
2287,후평동,후평동,춘천더샵,84.9129,25.68603666,202101,2021,01,8,22900,-,1,2008,후석로 325
2288,후평동,후평동,춘천더샵,145.5773,44.03693508,202101,2021,01,4,29000,-,2,2008,후석로 325
2289,후평동,후평동,춘천더샵,84.9129,25.68603666,202012,2020,12,23,24800,-,16,2008,후석로 325
2290,후평동,후평동,후평주공7단지,39.3,11.8881965,202009,2020,09,7,6500,-,3,1989,후만로 56
2291,후평동,후평동,후평주공7단지,39.3,11.8881965,202009,2020,09,15,6800,-,3,1989,후만로 56
2292,후평동,후평동,후평주공7단지,39.3,11.8881965,202009,2020,09,14,6600,-,2,1989,후만로 56
2293,후평동,후평동,주공5,47.01,14.22046101,202009,2020,09,15,11450,-,3,1989,후만로 15
2294,후평동,후평동,후평주공7단지,39.3,11.8881965,202009,2020,09,10,7100,-,3,1989,후만로 56
2295,후평동,후평동,후평주공6단지,59.12,17.88371952,202009,2020,09,12,10600,-,3,1989,후만로 37
2296,후평동,후평동,주공5,39.69,12.00617097,202009,2020,09,12,7350,-,5,1989,후만로 15
2297,후평동,후평동,후평주공6단지,51.02,15.43348055,202009,2020,09,12,8950,-,5,1989,후만로 37
2298,후평동,후평동,주공5,39.69,12.00617097,202009,2020,09,8,8900,-,1,1989,후만로 15
2299,후평동,후평동,주공5,46.68,14.12063646,202008,2020,08,17,9000,-,4,1989,후만로 15
2300,후평동,후평동,주공5,47.01,14.22046101,202009,2020,09,9,9400,-,5,1989,후만로 15
2301,후평동,후평동,후평주공7단지,39.69,12.00617097,202009,2020,09,7,7000,-,3,1989,후만로 56
2302,후평동,후평동,대우아파트,84.694,25.61981971,202104,2021,04,12,14700,-,3,1991,후만로126번길 31
2303,후평동,후평동,대우아파트,84.694,25.61981971,202103,2021,03,19,14500,-,3,1991,후만로126번길 31
2304,후평동,후평동,크로바아파트,52.38,15.8448787,202009,2020,09,9,4200,-,1,1982,춘천로281번길 15
2305,후평동,후평동,크로바아파트,60.165,18.1998306,202011,2020,11,3,7100,-,5,1982,춘천로281번길 15
2306,후평동,후평동,크로바아파트,42.75,12.93181681,202009,2020,09,16,4000,-,2,1982,춘천로281번길 15
2307,후평동,후평동,크로바아파트,60.165,18.1998306,202103,2021,03,17,7300,-,1,1982,춘천로281번길 15
2308,후평동,후평동,크로바아파트,33.885,10.25016637,202104,2021,04,23,4100,-,2,1982,춘천로281번길 15
2309,후평동,후평동,크로바아파트,33.885,10.25016637,202103,2021,03,29,3500,-,1,1982,춘천로281번길 15
2310,후평동,후평동,개나리,59.58,18.0228689,202104,2021,04,27,5700,-,5,1988,수풍골길13번길 27
2311,후평동,후평동,개나리,59.94,18.13176841,202103,2021,03,27,7600,-,2,1988,수풍골길13번길 27
2312,후평동,후평동,개나리,59.58,18.0228689,202101,2021,01,28,6000,-,4,1988,수풍골길13번길 27
2313,후평동,후평동,신아,26.22,7.931514308,202007,2020,07,9,4000,-,3,1994,삭주로194번길 14
2314,후평동,후평동,신아,26.22,7.931514308,202007,2020,07,17,4400,-,8,1994,삭주로194번길 14
2315,후평동,후평동,신아,26.22,7.931514308,202010,2020,10,26,4500,-,5,1994,삭주로194번길 14
2316,후평동,후평동,신아,26.22,7.931514308,202104,2021,04,21,4800,-,4,1994,삭주로194번길 14
2317,후평동,후평동,신아,26.22,7.931514308,202104,2021,04,11,4300,-,8,1994,삭주로194번길 14
2318,후평동,후평동,한신,73.02,22.0884506,202009,2020,09,10,10900,-,4,1991,부평길 7
2319,후평동,후평동,한신,84.97,25.70330934,202009,2020,09,8,13000,-,8,1991,부평길 7
2320,후평동,후평동,한신,73.02,22.0884506,202008,2020,08,1,9200,-,14,1991,부평길 7
2321,후평동,후평동,한신,128.79,38.95879969,202007,2020,07,25,13800,-,5,1991,부평길 7
2322,후평동,후평동,한신,84.97,25.70330934,202008,2020,08,5,9010,-,1,1991,부평길 7
2323,후평동,후평동,한신,84.97,25.70330934,202008,2020,08,7,13000,-,3,1991,부평길 7
2324,후평동,후평동,한신,73.02,22.0884506,202007,2020,07,28,11000,-,9,1991,부평길 7
2325,후평동,후평동,한신,128.79,38.95879969,202007,2020,07,31,14800,-,11,1991,부평길 7
2326,후평동,후평동,한신,73.02,22.0884506,202007,2020,07,27,11500,-,5,1991,부평길 7
2327,후평동,후평동,한신,84.97,25.70330934,202007,2020,07,9,8500,-,2,1991,부평길 7
2328,후평동,후평동,한신,84.97,25.70330934,202006,2020,06,13,11700,-,6,1991,부평길 7
2329,후평동,후평동,한신,128.79,38.95879969,202006,2020,06,2,14700,-,3,1991,부평길 7
2330,후평동,후평동,한신,84.97,25.70330934,202005,2020,05,7,12000,-,12,1991,부평길 7
2331,후평동,후평동,한신,84.97,25.70330934,202005,2020,05,25,13200,-,14,1991,부평길 7
2332,후평동,후평동,한신,84.97,25.70330934,202005,2020,05,26,11800,-,4,1991,부평길 7
2333,후평동,후평동,한신,84.97,25.70330934,202011,2020,11,2,10000,-,15,1991,부평길 7
2334,후평동,후평동,한신,84.97,25.70330934,202011,2020,11,4,11900,-,6,1991,부평길 7
2335,후평동,후평동,한신,84.97,25.70330934,202011,2020,11,13,12500,-,6,1991,부평길 7
2336,후평동,후평동,한신,84.97,25.70330934,202011,2020,11,3,12000,-,10,1991,부평길 7
2337,후평동,후평동,한신,84.97,25.70330934,202011,2020,11,2,12100,-,13,1991,부평길 7
2338,후평동,후평동,한신,128.79,38.95879969,202010,2020,10,17,15000,-,10,1991,부평길 7
2339,후평동,후평동,한신,84.97,25.70330934,202010,2020,10,24,12500,-,15,1991,부평길 7
2340,후평동,후평동,한신,73.02,22.0884506,202010,2020,10,19,10950,-,12,1991,부평길 7
2341,후평동,후평동,한신,128.79,38.95879969,202009,2020,09,24,15500,-,14,1991,부평길 7
2342,후평동,후평동,한신,84.97,25.70330934,202010,2020,10,13,12000,-,1,1991,부평길 7
2343,후평동,후평동,한신,128.79,38.95879969,202009,2020,09,4,14700,-,4,1991,부평길 7
2344,후평동,후평동,한신,84.97,25.70330934,202104,2021,04,13,12500,-,6,1991,부평길 7
2345,후평동,후평동,한신,84.97,25.70330934,202104,2021,04,29,13100,-,9,1991,부평길 7
2346,후평동,후평동,한신,128.79,38.95879969,202104,2021,04,21,15000,-,5,1991,부평길 7
2347,후평동,후평동,한신,128.79,38.95879969,202104,2021,04,24,15000,-,15,1991,부평길 7
2348,후평동,후평동,한신,128.79,38.95879969,202104,2021,04,26,14500,-,7,1991,부평길 7
2349,후평동,후평동,한신,84.97,25.70330934,202104,2021,04,20,12900,-,8,1991,부평길 7
2350,후평동,후평동,한신,84.97,25.70330934,202103,2021,03,30,13000,-,12,1991,부평길 7
2351,후평동,후평동,한신,84.97,25.70330934,202104,2021,04,2,11850,-,15,1991,부평길 7
2352,후평동,후평동,한신,84.97,25.70330934,202102,2021,02,24,13400,-,13,1991,부평길 7
2353,후평동,후평동,한신,84.97,25.70330934,202102,2021,02,16,12500,-,8,1991,부평길 7
2354,후평동,후평동,한신,84.97,25.70330934,202102,2021,02,16,12000,-,15,1991,부평길 7
2355,후평동,후평동,한신,84.97,25.70330934,202102,2021,02,7,12900,-,2,1991,부평길 7
2356,후평동,후평동,한신,84.97,25.70330934,202101,2021,01,16,12180,-,5,1991,부평길 7
2357,후평동,후평동,한신,84.97,25.70330934,202101,2021,01,23,13000,-,10,1991,부평길 7
2358,후평동,후평동,한신,73.02,22.0884506,202101,2021,01,8,10900,-,10,1991,부평길 7
2359,후평동,후평동,한신,84.97,25.70330934,202101,2021,01,4,12900,-,12,1991,부평길 7
2360,후평동,후평동,우미린뉴시티,77.752,23.51987416,202103,2021,03,14,37300,-,26,2019,보안길 36
2361,후평동,후평동,우미린뉴시티,77.752,23.51987416,202005,2020,05,25,30900,-,12,2019,보안길 36
2362,후평동,후평동,우미린뉴시티,77.752,23.51987416,202005,2020,05,16,27800,-,4,2019,보안길 36
2363,후평동,후평동,우미린뉴시티,77.752,23.51987416,202009,2020,09,1,31300,-,13,2019,보안길 36
2364,후평동,후평동,우미린뉴시티,77.752,23.51987416,202008,2020,08,16,32000,-,21,2019,보안길 36
2365,후평동,후평동,우미린뉴시티,84.974,25.70451933,202008,2020,08,4,40000,-,11,2019,보안길 36
2366,후평동,후평동,우미린뉴시티,77.752,23.51987416,202007,2020,07,25,29850,-,4,2019,보안길 36
2367,후평동,후평동,우미린뉴시티,77.752,23.51987416,202007,2020,07,7,32000,-,19,2019,보안길 36
2368,후평동,후평동,우미린뉴시티,59.888,18.11603848,202007,2020,07,9,24000,-,16,2019,보안길 36
2369,후평동,후평동,우미린뉴시티,77.752,23.51987416,202006,2020,06,30,29450,-,21,2019,보안길 36
2370,후평동,후평동,우미린뉴시티,77.752,23.51987416,202007,2020,07,7,30000,-,5,2019,보안길 36
2371,후평동,후평동,우미린뉴시티,77.752,23.51987416,202006,2020,06,20,32000,-,28,2019,보안길 36
2372,후평동,후평동,우미린뉴시티,77.752,23.51987416,202007,2020,07,11,30300,-,5,2019,보안길 36
2373,후평동,후평동,가산,59.06,17.8655696,202006,2020,06,30,5000,-,2,1994,보안길 54-14
2374,후평동,후평동,우미린뉴시티,77.752,23.51987416,202006,2020,06,19,32800,-,29,2019,보안길 36
2375,후평동,후평동,우미린뉴시티,59.888,18.11603848,202006,2020,06,19,23400,-,5,2019,보안길 36
2376,후평동,후평동,우미린뉴시티,59.888,18.11603848,202006,2020,06,20,23500,-,25,2019,보안길 36
2377,후평동,후평동,우미린뉴시티,68.618,20.75685159,202006,2020,06,9,25000,-,13,2019,보안길 36
2378,후평동,후평동,우미린뉴시티,68.618,20.75685159,202005,2020,05,26,26500,-,23,2019,보안길 36
2379,후평동,후평동,우미린뉴시티,84.974,25.70451933,202005,2020,05,24,36000,-,24,2019,보안길 36
2380,후평동,후평동,우미린뉴시티,77.752,23.51987416,202012,2020,12,24,26000,-,14,2019,보안길 36
2381,후평동,후평동,우미린뉴시티,68.618,20.75685159,202012,2020,12,30,27300,-,23,2019,보안길 36
2382,후평동,후평동,우미린뉴시티,59.888,18.11603848,202012,2020,12,10,23500,-,7,2019,보안길 36
2383,후평동,후평동,우미린뉴시티,84.974,25.70451933,202012,2020,12,8,42000,-,10,2019,보안길 36
2384,후평동,후평동,우미린뉴시티,59.888,18.11603848,202012,2020,12,18,24600,-,15,2019,보안길 36
2385,후평동,후평동,우미린뉴시티,77.752,23.51987416,202012,2020,12,9,30500,-,13,2019,보안길 36
2386,후평동,후평동,우미린뉴시티,68.618,20.75685159,202012,2020,12,8,28000,-,24,2019,보안길 36
2387,후평동,후평동,우미린뉴시티,59.888,18.11603848,202011,2020,11,13,24000,-,15,2019,보안길 36
2388,후평동,후평동,우미린뉴시티,68.618,20.75685159,202010,2020,10,12,27500,-,27,2019,보안길 36
2389,후평동,후평동,우미린뉴시티,84.995,25.7108718,202104,2021,04,3,39000,-,1,2019,보안길 36
2390,후평동,후평동,춘천후평우미린뉴시티,59.888,18.11603848,202105,2021,05,2,29000,-,24,2021,보안길 36
2391,후평동,후평동,춘천후평우미린뉴시티,77.752,23.51987416,202104,2021,04,29,26100,-,11,2021,보안길 36
2392,후평동,후평동,우미린뉴시티,68.618,20.75685159,202006,2020,06,14,26000,-,17,2019,보안길 36
2393,후평동,후평동,우미린뉴시티,84.995,25.7108718,202104,2021,04,17,43800,-,24,2019,보안길 36
2394,후평동,후평동,가산,59.06,17.8655696,202104,2021,04,7,6100,-,2,1994,보안길 54-14
2395,후평동,후평동,우미린뉴시티,77.752,23.51987416,202103,2021,03,7,36000,-,26,2019,보안길 36
2396,후평동,후평동,우미린뉴시티,77.752,23.51987416,202102,2021,02,23,36000,-,8,2019,보안길 36
2397,후평동,후평동,우미린뉴시티,77.752,23.51987416,202102,2021,02,6,34000,-,10,2019,보안길 36
2398,후평동,후평동,우미린뉴시티,77.752,23.51987416,202102,2021,02,21,34500,-,25,2019,보안길 36
2399,후평동,후평동,우미린뉴시티,77.752,23.51987416,202102,2021,02,20,36000,-,8,2019,보안길 36
2400,후평동,후평동,우미린뉴시티,84.974,25.70451933,202102,2021,02,15,43000,-,12,2019,보안길 36
2401,후평동,후평동,우미린뉴시티,77.752,23.51987416,202102,2021,02,6,30500,-,4,2019,보안길 36
2402,후평동,후평동,우미린뉴시티,68.618,20.75685159,202102,2021,02,2,28700,-,2,2019,보안길 36
2403,후평동,후평동,우미린뉴시티,84.995,25.7108718,202101,2021,01,9,38000,-,17,2019,보안길 36
2404,후평동,후평동,우미린뉴시티,77.752,23.51987416,202101,2021,01,9,31700,-,16,2019,보안길 36
2405,후평동,후평동,동신빌라,84.84,25.66398451,202012,2020,12,3,9000,-,2,1991,만천로199번길 10
2406,후평동,후평동,춘천더샵,84.9129,25.68603666,202009,2020,09,11,25400,-,7,2008,후석로 325
2407,후평동,후평동,춘천더샵,84.9129,25.68603666,202009,2020,09,5,24200,-,15,2008,후석로 325
2408,후평동,후평동,춘천더샵,84.9904,25.70948031,202009,2020,09,7,22500,-,2,2008,후석로 325
2409,후평동,후평동,춘천더샵,84.9716,25.70379333,202009,2020,09,5,25800,-,17,2008,후석로 325
2410,후평동,후평동,극동,59.856,18.10635852,202009,2020,09,7,10500,-,18,1997,후석로 459
2411,후평동,후평동,극동,84.946,25.69604937,202009,2020,09,3,13700,-,17,1997,후석로 459
2412,후평동,후평동,춘천더샵,127.2412,38.49028979,202009,2020,09,6,31500,-,20,2008,후석로 325
2413,후평동,후평동,춘천더샵,84.9716,25.70379333,202008,2020,08,29,25000,-,9,2008,후석로 325
2414,후평동,후평동,춘천더샵,145.5773,44.03693508,202009,2020,09,3,29000,-,8,2008,후석로 325
2415,후평동,후평동,춘천더샵,84.9716,25.70379333,202008,2020,08,29,23250,-,9,2008,후석로 325
2416,후평동,후평동,극동,59.856,18.10635852,202008,2020,08,24,11200,-,1,1997,후석로 459
2417,후평동,후평동,극동,59.856,18.10635852,202008,2020,08,4,10000,-,1,1997,후석로 459
2418,후평동,후평동,춘천더샵,84.9904,25.70948031,202008,2020,08,22,23900,-,5,2008,후석로 325
2419,후평동,후평동,춘천더샵,84.9904,25.70948031,202008,2020,08,14,25000,-,10,2008,후석로 325
2420,후평동,후평동,춘천더샵,84.9904,25.70948031,202008,2020,08,25,23900,-,11,2008,후석로 325
2421,후평동,후평동,춘천더샵,84.9716,25.70379333,202008,2020,08,23,24700,-,12,2008,후석로 325
2422,후평동,후평동,춘천더샵,84.9716,25.70379333,202008,2020,08,18,23000,-,8,2008,후석로 325
2423,후평동,후평동,춘천더샵,145.5773,44.03693508,202008,2020,08,14,34800,-,20,2008,후석로 325
2424,후평동,후평동,춘천더샵,59.9429,18.13264565,202008,2020,08,11,20800,-,18,2008,후석로 325
2425,후평동,후평동,춘천더샵,84.9904,25.70948031,202006,2020,06,12,24000,-,10,2008,후석로 325
2426,후평동,후평동,극동,59.856,18.10635852,202008,2020,08,5,10500,-,13,1997,후석로 459
2427,후평동,후평동,춘천더샵,84.9716,25.70379333,202008,2020,08,3,26000,-,16,2008,후석로 325
2428,후평동,후평동,춘천더샵,84.9904,25.70948031,202008,2020,08,1,24900,-,15,2008,후석로 325
2429,후평동,후평동,춘천더샵,84.9129,25.68603666,202007,2020,07,31,20500,-,1,2008,후석로 325
2430,후평동,후평동,춘천더샵,59.9429,18.13264565,202007,2020,07,29,20000,-,18,2008,후석로 325
2431,후평동,후평동,춘천더샵,145.5773,44.03693508,202007,2020,07,30,32500,-,18,2008,후석로 325
2432,후평동,후평동,춘천더샵,164.645,49.80488838,202007,2020,07,27,36000,-,21,2008,후석로 325
2433,후평동,후평동,극동,84.946,25.69604937,202007,2020,07,15,15300,-,7,1997,후석로 459
2434,후평동,후평동,극동,59.856,18.10635852,202007,2020,07,4,10800,-,9,1997,후석로 459
2435,후평동,후평동,극동,59.856,18.10635852,202006,2020,06,30,11200,-,10,1997,후석로 459
2436,후평동,후평동,춘천더샵,127.2412,38.49028979,202007,2020,07,22,29800,-,4,2008,후석로 325
2437,후평동,후평동,춘천더샵,59.9935,18.14795208,202007,2020,07,18,17800,-,1,2008,후석로 325
2438,후평동,후평동,춘천더샵,164.645,49.80488838,202007,2020,07,16,38000,-,20,2008,후석로 325
2439,후평동,후평동,춘천더샵,84.9904,25.70948031,202007,2020,07,10,23500,-,8,2008,후석로 325
2440,후평동,후평동,춘천더샵,59.9286,18.12831992,202007,2020,07,8,20000,-,3,2008,후석로 325
2441,후평동,후평동,춘천더샵,145.5773,44.03693508,202007,2020,07,6,33000,-,1,2008,후석로 325
2442,후평동,후평동,춘천더샵,84.9129,25.68603666,202007,2020,07,4,23800,-,23,2008,후석로 325
2443,후평동,후평동,춘천더샵,127.2412,38.49028979,202006,2020,06,29,30000,-,14,2008,후석로 325
2444,후평동,후평동,주공4,49.22,14.888983,202011,2020,11,6,10000,-,5,1985,후만로98번길 9
2445,후평동,후평동,주공4,49.22,14.888983,202012,2020,12,3,11000,-,1,1985,후만로98번길 9
2446,후평동,후평동,주공4,49.22,14.888983,202011,2020,11,28,10500,-,5,1985,후만로98번길 9
2447,후평동,후평동,주공4,59.3,17.93816928,202012,2020,12,4,12950,-,3,1986,후만로98번길 9
2448,후평동,후평동,주공4,49.22,14.888983,202011,2020,11,27,10800,-,4,1985,후만로98번길 9
2449,후평동,후평동,주공4,49.22,14.888983,202012,2020,12,3,11000,-,3,1986,후만로98번길 9
2450,후평동,후평동,주공4,49.22,14.888983,202011,2020,11,12,10000,-,2,1985,후만로98번길 9
2451,후평동,후평동,주공4,42.74,12.92879182,202011,2020,11,18,9800,-,1,1985,후만로98번길 9
2452,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,21,12300,-,3,1985,후만로98번길 9
2453,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,17,12600,-,3,1985,후만로98번길 9
2454,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,19,12100,-,5,1985,후만로98번길 9
2455,후평동,후평동,주공4,49.22,14.888983,202011,2020,11,13,10800,-,2,1986,후만로98번길 9
2456,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,28,9500,-,3,1985,후만로98번길 9
2457,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,13,11000,-,1,1986,후만로98번길 9
2458,후평동,후평동,주공4,42.74,12.92879182,202011,2020,11,10,8800,-,1,1985,후만로98번길 9
2459,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,11,12500,-,2,1985,후만로98번길 9
2460,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,12,11000,-,1,1986,후만로98번길 9
2461,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,12,12300,-,2,1986,후만로98번길 9
2462,후평동,후평동,주공4,42.74,12.92879182,202011,2020,11,11,7400,-,1,1985,후만로98번길 9
2463,후평동,후평동,주공4,49.22,14.888983,202011,2020,11,9,10600,-,3,1985,후만로98번길 9
2464,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,7,12000,-,5,1985,후만로98번길 9
2465,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,6,10000,-,5,1985,후만로98번길 9
2466,후평동,후평동,주공4,59.3,17.93816928,202010,2020,10,13,10000,-,3,1985,후만로98번길 9
2467,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,28,9000,-,5,1985,후만로98번길 9
2468,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,27,8500,-,5,1985,후만로98번길 9
2469,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,10,7500,-,5,1986,후만로98번길 9
2470,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,24,8200,-,5,1985,후만로98번길 9
2471,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,23,8300,-,5,1985,후만로98번길 9
2472,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,21,7850,-,5,1985,후만로98번길 9
2473,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,20,9000,-,5,1985,후만로98번길 9
2474,후평동,후평동,주공4,59.3,17.93816928,202010,2020,10,23,11000,-,1,1985,후만로98번길 9
2475,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,23,8300,-,3,1985,후만로98번길 9
2476,후평동,후평동,주공4,59.3,17.93816928,202010,2020,10,26,11000,-,4,1985,후만로98번길 9
2477,후평동,후평동,주공4,59.3,17.93816928,202010,2020,10,17,9500,-,5,1985,후만로98번길 9
2478,후평동,후평동,주공4,59.3,17.93816928,202010,2020,10,13,9900,-,4,1985,후만로98번길 9
2479,후평동,후평동,주공4,59.3,17.93816928,202010,2020,10,16,9600,-,5,1985,후만로98번길 9
2480,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,19,8500,-,4,1985,후만로98번길 9
2481,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,19,9450,-,2,1985,후만로98번길 9
2482,후평동,후평동,주공4,59.3,17.93816928,202010,2020,10,17,10000,-,4,1985,후만로98번길 9
2483,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,25,9600,-,2,1985,후만로98번길 9
2484,후평동,후평동,주공4,49.22,14.888983,202009,2020,09,28,7250,-,4,1985,후만로98번길 9
2485,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,12,8500,-,3,1985,후만로98번길 9
2486,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,10,8000,-,5,1985,후만로98번길 9
2487,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,6,8600,-,5,1985,후만로98번길 9
2488,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,20,9600,-,3,1985,후만로98번길 9
2489,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,9,9600,-,2,1985,후만로98번길 9
2490,후평동,후평동,주공4,49.22,14.888983,202009,2020,09,12,8000,-,1,1985,후만로98번길 9
2491,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,6,8000,-,5,1985,후만로98번길 9
2492,후평동,후평동,주공4,49.22,14.888983,202008,2020,08,22,7350,-,2,1985,후만로98번길 9
2493,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,27,8700,-,5,1986,후만로98번길 9
2494,후평동,후평동,주공4,49.22,14.888983,202009,2020,09,26,7000,-,5,1985,후만로98번길 9
2495,후평동,후평동,주공4,49.22,14.888983,202010,2020,10,5,7500,-,4,1986,후만로98번길 9
2496,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,28,8500,-,5,1985,후만로98번길 9
2497,후평동,후평동,주공4,49.22,14.888983,202009,2020,09,17,8500,-,4,1985,후만로98번길 9
2498,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,7,9400,-,4,1985,후만로98번길 9
2499,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,23,8600,-,2,1986,후만로98번길 9
2500,후평동,후평동,주공4,49.22,14.888983,202009,2020,09,14,8000,-,4,1985,후만로98번길 9
2501,후평동,후평동,주공4,59.3,17.93816928,202008,2020,08,22,8800,-,1,1985,후만로98번길 9
2502,후평동,후평동,주공4,49.22,14.888983,202009,2020,09,19,7500,-,1,1985,후만로98번길 9
2503,후평동,후평동,주공4,49.22,14.888983,202009,2020,09,18,8000,-,3,1985,후만로98번길 9
2504,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,16,8900,-,1,1985,후만로98번길 9
2505,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,14,8900,-,2,1985,후만로98번길 9
2506,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,14,10000,-,1,1985,후만로98번길 9
2507,후평동,후평동,주공4,59.3,17.93816928,202008,2020,08,28,8500,-,1,1986,후만로98번길 9
2508,후평동,후평동,주공4,59.3,17.93816928,202009,2020,09,5,9100,-,4,1986,후만로98번길 9
2509,후평동,후평동,주공4,59.3,17.93816928,202011,2020,11,22,12500,-,5,1985,후만로98번길 9
2510,후평동,후평동,주공4,49.22,14.888983,202104,2021,04,30,13000,-,4,1985,후만로98번길 9
2511,후평동,후평동,주공4,59.3,17.93816928,202104,2021,04,14,14600,-,3,1985,후만로98번길 9
2512,후평동,후평동,주공4,59.3,17.93816928,202104,2021,04,22,16000,-,3,1985,후만로98번길 9
2513,후평동,후평동,주공4,49.22,14.888983,202104,2021,04,22,12300,-,1,1986,후만로98번길 9
2514,후평동,후평동,주공4,59.3,17.93816928,202104,2021,04,21,15000,-,1,1985,후만로98번길 9
2515,후평동,후평동,주공4,49.22,14.888983,202103,2021,03,28,11750,-,4,1986,후만로98번길 9
2516,후평동,후평동,주공4,59.3,17.93816928,202104,2021,04,11,15200,-,2,1986,후만로98번길 9
2517,후평동,후평동,주공4,59.3,17.93816928,202104,2021,04,2,11500,-,4,1985,후만로98번길 9
2518,후평동,후평동,주공4,59.3,17.93816928,202103,2021,03,16,13000,-,5,1985,후만로98번길 9
2519,후평동,후평동,주공4,49.22,14.888983,202103,2021,03,28,11600,-,4,1985,후만로98번길 9
2520,후평동,후평동,주공4,49.22,14.888983,202103,2021,03,25,12400,-,2,1985,후만로98번길 9
2521,후평동,후평동,주공4,49.22,14.888983,202103,2021,03,23,12200,-,1,1985,후만로98번길 9
2522,후평동,후평동,주공4,49.22,14.888983,202103,2021,03,13,13000,-,2,1986,후만로98번길 9
