NO,주소1,주소2,단지명,전용면적(㎡),평수(전용),계약년월,계약연도,계약월,계약일,거래금액(만원),동,층,건축년도,도로명
1,신북읍,천전리,춘천해강,37.35,11.29832416,202008,2020,08,29,6000,-,6,1997,상천2길 52
2,신북읍,천전리,춘천해강,59.96,18.13781838,202008,2020,08,28,7400,-,10,1997,상천2길 52
3,신북읍,천전리,춘천해강,59.96,18.13781838,202008,2020,08,26,8000,-,19,1997,상천2길 52
4,신북읍,천전리,춘천해강,37.35,11.29832416,202008,2020,08,4,5500,-,15,1997,상천2길 52
5,신북읍,천전리,춘천해강,37.35,11.29832416,202008,2020,08,3,5900,-,20,1997,상천2길 52
6,신북읍,천전리,춘천해강,59.96,18.13781838,202007,2020,07,11,8500,-,10,1997,상천2길 52
7,신북읍,천전리,춘천해강,59.96,18.13781838,202005,2020,05,25,8500,-,9,1997,상천2길 52
8,신북읍,천전리,춘천해강,37.35,11.29832416,202005,2020,05,27,5200,-,14,1997,상천2길 52
9,신북읍,천전리,춘천해강,37.35,11.29832416,202005,2020,05,18,4900,-,5,1997,상천2길 52
10,신북읍,천전리,춘천해강,37.35,11.29832416,202011,2020,11,11,6000,-,7,1997,상천2길 52
11,신북읍,천전리,춘천해강,37.35,11.29832416,202010,2020,10,23,6400,-,11,1997,상천2길 52
12,신북읍,천전리,춘천해강,37.35,11.29832416,202010,2020,10,12,6500,-,10,1997,상천2길 52
13,신북읍,천전리,춘천해강,59.96,18.13781838,202010,2020,10,20,7500,-,13,1997,상천2길 52
14,신북읍,천전리,춘천해강,59.96,18.13781838,202010,2020,10,20,8600,-,14,1997,상천2길 52
15,신북읍,천전리,춘천해강,59.96,18.13781838,202009,2020,09,28,9500,-,16,1997,상천2길 52
16,신북읍,천전리,춘천해강,37.35,11.29832416,202009,2020,09,23,5200,-,20,1997,상천2길 52
17,신북읍,천전리,춘천해강,37.35,11.29832416,202009,2020,09,17,4500,-,18,1997,상천2길 52
18,신북읍,천전리,춘천해강,59.96,18.13781838,202005,2020,05,13,8300,-,6,1997,상천2길 52
19,신북읍,천전리,춘천해강,59.96,18.13781838,202103,2021,03,31,9200,-,8,1997,상천2길 52
20,신북읍,천전리,춘천해강,37.35,11.29832416,202104,2021,04,3,6600,-,10,1997,상천2길 52
21,신북읍,천전리,춘천해강,37.35,11.29832416,202104,2021,04,12,5000,-,19,1997,상천2길 52
22,신북읍,천전리,춘천해강,59.96,18.13781838,202103,2021,03,16,8700,-,2,1997,상천2길 52
23,신북읍,천전리,춘천해강,37.35,11.29832416,202103,2021,03,23,5400,-,6,1997,상천2길 52
24,신북읍,천전리,춘천해강,59.96,18.13781838,202103,2021,03,6,8000,-,7,1997,상천2길 52
25,신북읍,천전리,춘천해강,59.96,18.13781838,202102,2021,02,26,8400,-,9,1997,상천2길 52
26,신북읍,천전리,춘천해강,59.96,18.13781838,202101,2021,01,23,8200,-,4,1997,상천2길 52
27,신북읍,천전리,춘천해강,59.96,18.13781838,202102,2021,02,20,8900,-,16,1997,상천2길 52
28,신북읍,천전리,춘천해강,59.96,18.13781838,202102,2021,02,8,8000,-,2,1997,상천2길 52
29,신북읍,천전리,춘천해강,59.96,18.13781838,202101,2021,01,20,6600,-,1,1997,상천2길 52
30,신북읍,천전리,춘천해강,37.35,11.29832416,202101,2021,01,15,5500,-,4,1997,상천2길 52
31,신북읍,천전리,춘천해강,37.35,11.29832416,202012,2020,12,31,6300,-,2,1997,상천2길 52
32,신북읍,천전리,소양강양우내안애,60.6314,18.34091597,202008,2020,08,29,11800,-,7,2012,신샘밭로 733
33,신북읍,천전리,소양강양우내안애,60.6314,18.34091597,202007,2020,07,31,11500,-,7,2012,신샘밭로 733
34,신북읍,천전리,소양강양우내안애,38.1055,11.52686188,202008,2020,08,11,7350,-,12,2012,신샘밭로 733
35,신북읍,천전리,소양강양우내안애,72.5156,21.93587029,202007,2020,07,22,12500,-,1,2012,신샘밭로 733
36,신북읍,천전리,소양강양우내안애,38.1055,11.52686188,202008,2020,08,18,7400,-,17,2012,신샘밭로 733
37,신북읍,천전리,소양강양우내안애,47.6264,14.40692117,202007,2020,07,24,8800,-,6,2012,신샘밭로 733
38,신북읍,천전리,소양강양우내안애,60.6314,18.34091597,202007,2020,07,7,12000,-,13,2012,신샘밭로 733
39,신북읍,천전리,소양강양우내안애,38.1055,11.52686188,202008,2020,08,3,7000,-,7,2012,신샘밭로 733
40,신북읍,천전리,소양강양우내안애,60.6314,18.34091597,202007,2020,07,20,12000,-,15,2012,신샘밭로 733
41,신북읍,천전리,소양강양우내안애,47.6264,14.40692117,202007,2020,07,23,9500,-,7,2012,신샘밭로 733
42,신북읍,천전리,소양강양우내안애,72.8534,22.03805433,202007,2020,07,2,13000,-,11,2012,신샘밭로 733
43,신북읍,천전리,소양강양우내안애,60.6314,18.34091597,202006,2020,06,12,11300,-,2,2012,신샘밭로 733
44,신북읍,천전리,소양강양우내안애,72.5156,21.93587029,202005,2020,05,27,13500,-,14,2012,신샘밭로 733
45,신북읍,천전리,소양강양우내안애,72.8534,22.03805433,202006,2020,06,6,12200,-,7,2012,신샘밭로 733
46,신북읍,천전리,소양강양우내안애,47.6264,14.40692117,202006,2020,06,8,9500,-,12,2012,신샘밭로 733
47,신북읍,천전리,소양강양우내안애,72.5156,21.93587029,202005,2020,05,21,14000,-,11,2012,신샘밭로 733
48,신북읍,천전리,소양강양우내안애,38.1055,11.52686188,202005,2020,05,20,6900,-,1,2012,신샘밭로 733
49,신북읍,천전리,소양강양우내안애,72.5156,21.93587029,202012,2020,12,1,14000,-,15,2012,신샘밭로 733
50,신북읍,천전리,소양강양우내안애,60.6314,18.34091597,202011,2020,11,16,11800,-,4,2012,신샘밭로 733
51,신북읍,천전리,소양강양우내안애,47.6264,14.40692117,202010,2020,10,21,8800,-,2,2012,신샘밭로 733
52,신북읍,천전리,소양강양우내안애,80.5113,24.35455865,202009,2020,09,29,18000,-,13,2012,신샘밭로 733
53,신북읍,천전리,소양강양우내안애,38.1055,11.52686188,202009,2020,09,8,7300,-,2,2012,신샘밭로 733
54,신북읍,천전리,소양강양우내안애,38.1055,11.52686188,202009,2020,09,18,7200,-,3,2012,신샘밭로 733
55,신북읍,천전리,소양강양우내안애,47.6264,14.40692117,202005,2020,05,8,10000,-,9,2012,신샘밭로 733
56,신북읍,천전리,소양강양우내안애,72.8534,22.03805433,202103,2021,03,27,14300,-,8,2012,신샘밭로 733
57,신북읍,천전리,소양강양우내안애,80.5113,24.35455865,202103,2021,03,24,17400,-,10,2012,신샘밭로 733
58,신북읍,천전리,소양강양우내안애,47.6264,14.40692117,202103,2021,03,18,8000,-,2,2012,신샘밭로 733
59,신북읍,천전리,소양강양우내안애,47.6264,14.40692117,202103,2021,03,25,9800,-,12,2012,신샘밭로 733
60,신북읍,천전리,소양강양우내안애,72.5156,21.93587029,202102,2021,02,23,14000,-,12,2012,신샘밭로 733
61,신북읍,천전리,소양강양우내안애,72.8534,22.03805433,202102,2021,02,1,14500,-,10,2012,신샘밭로 733
62,신북읍,천전리,소양강양우내안애,47.6264,14.40692117,202101,2021,01,29,9000,-,9,2012,신샘밭로 733
63,신북읍,천전리,소양강양우내안애,60.6314,18.34091597,202012,2020,12,30,12000,-,12,2012,신샘밭로 733
64,신북읍,천전리,소양강양우내안애,60.6314,18.34091597,202101,2021,01,11,12500,-,11,2012,신샘밭로 733
65,신북읍,천전리,소양강양우내안애,38.1055,11.52686188,202101,2021,01,15,7500,-,14,2012,신샘밭로 733
66,신북읍,천전리,소양강양우내안애,38.1055,11.52686188,202012,2020,12,21,7000,-,4,2012,신샘밭로 733
67,동면,지내리,그린하이츠,59.94,18.13176841,202008,2020,08,5,5500,-,2,1995,가산로 95-55
68,동면,지내리,그린하이츠,59.94,18.13176841,202009,2020,09,8,7950,-,12,1995,가산로 95-55
69,동면,지내리,그린하이츠,59.94,18.13176841,202005,2020,05,8,7000,-,13,1995,가산로 95-55
70,동면,지내리,그린하이츠,59.94,18.13176841,202102,2021,02,4,8800,-,11,1995,가산로 95-55
71,동면,만천리,한일유앤아이,84.9925,25.71011555,202005,2020,05,23,17800,-,3,2006,만천로 107
72,동면,만천리,춘천KCC스위첸,125.17,37.86375461,202005,2020,05,25,27200,-,10,2009,만천로 69
73,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202005,2020,05,19,19800,-,4,2009,만천로 69
74,동면,만천리,한일유앤아이,166.5906,50.39342973,202012,2020,12,30,28900,-,5,2006,만천로 107
75,동면,만천리,한일유앤아이,127.9717,38.71126505,202012,2020,12,29,26500,-,11,2006,만천로 107
76,동면,만천리,춘천KCC스위첸,119.72,36.21513703,202011,2020,11,29,26400,-,6,2009,만천로 69
77,동면,만천리,한일유앤아이,127.9717,38.71126505,202012,2020,12,24,27500,-,4,2006,만천로 107
78,동면,만천리,한일유앤아이,84.9925,25.71011555,202012,2020,12,5,18400,-,15,2006,만천로 107
79,동면,만천리,한일유앤아이,84.9925,25.71011555,202012,2020,12,19,18400,-,3,2006,만천로 107
80,동면,만천리,춘천KCC스위첸,125.17,37.86375461,202012,2020,12,18,28500,-,12,2009,만천로 69
81,동면,만천리,춘천KCC스위첸,125.17,37.86375461,202012,2020,12,15,26800,-,2,2009,만천로 69
82,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202012,2020,12,11,21800,-,7,2009,만천로 69
83,동면,만천리,한일유앤아이,84.9925,25.71011555,202012,2020,12,5,18500,-,1,2006,만천로 107
84,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202012,2020,12,1,21300,-,5,2009,만천로 69
85,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202012,2020,12,3,21200,-,4,2009,만천로 69
86,동면,만천리,한일유앤아이,166.5906,50.39342973,202012,2020,12,3,30500,-,10,2006,만천로 107
87,동면,만천리,한일유앤아이,84.9925,25.71011555,202010,2020,10,21,17800,-,15,2006,만천로 107
88,동면,만천리,한일유앤아이,96.6879,29.24795813,202010,2020,10,24,22000,-,11,2006,만천로 107
89,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202010,2020,10,20,22000,-,9,2009,만천로 69
90,동면,만천리,춘천KCC스위첸,119.72,36.21513703,202010,2020,10,14,26000,-,7,2009,만천로 69
91,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202010,2020,10,16,21800,-,9,2009,만천로 69
92,동면,만천리,한일유앤아이,96.6879,29.24795813,202010,2020,10,17,21800,-,6,2006,만천로 107
93,동면,만천리,한일유앤아이,127.9717,38.71126505,202010,2020,10,17,25500,-,11,2006,만천로 107
94,동면,만천리,한일유앤아이,166.5906,50.39342973,202010,2020,10,7,28900,-,8,2006,만천로 107
95,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202010,2020,10,7,22000,-,9,2009,만천로 69
96,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202009,2020,09,29,20900,-,3,2009,만천로 69
97,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202009,2020,09,19,20500,-,6,2009,만천로 69
98,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202009,2020,09,21,21000,-,13,2009,만천로 69
99,동면,만천리,춘천KCC스위첸,119.72,36.21513703,202009,2020,09,19,27100,-,10,2009,만천로 69
100,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202103,2021,03,27,22800,-,5,2009,만천로 69
101,동면,만천리,한일유앤아이,84.9925,25.71011555,202104,2021,04,24,19500,-,14,2006,만천로 107
102,동면,만천리,한일유앤아이,127.9717,38.71126505,202105,2021,05,1,29000,-,8,2006,만천로 107
103,동면,만천리,한일유앤아이,84.9925,25.71011555,202104,2021,04,23,19500,-,4,2006,만천로 107
104,동면,만천리,한일유앤아이,84.9925,25.71011555,202104,2021,04,17,19900,-,5,2006,만천로 107
105,동면,만천리,한일유앤아이,127.9717,38.71126505,202104,2021,04,1,25000,-,2,2006,만천로 107
106,동면,만천리,춘천KCC스위첸,125.17,37.86375461,202104,2021,04,9,27500,-,8,2009,만천로 69
107,동면,만천리,춘천KCC스위첸,119.72,36.21513703,202104,2021,04,15,27000,-,12,2009,만천로 69
108,동면,만천리,한일유앤아이,127.9717,38.71126505,202104,2021,04,12,27500,-,12,2006,만천로 107
109,동면,만천리,한일유앤아이,166.5906,50.39342973,202104,2021,04,13,31200,-,12,2006,만천로 107
110,동면,만천리,한일유앤아이,84.9925,25.71011555,202103,2021,03,24,19100,-,10,2006,만천로 107
111,동면,만천리,한일유앤아이,84.9925,25.71011555,202104,2021,04,8,18500,-,1,2006,만천로 107
112,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202104,2021,04,8,22800,-,11,2009,만천로 69
113,동면,만천리,한일유앤아이,127.9717,38.71126505,202103,2021,03,31,27500,-,3,2006,만천로 107
114,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202103,2021,03,25,21100,-,4,2009,만천로 69
115,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202103,2021,03,26,21700,-,2,2009,만천로 69
116,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202103,2021,03,13,22800,-,10,2009,만천로 69
117,동면,만천리,한일유앤아이,166.5906,50.39342973,202103,2021,03,15,26500,-,3,2006,만천로 107
118,동면,만천리,한일유앤아이,84.9925,25.71011555,202103,2021,03,5,20000,-,3,2006,만천로 107
119,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202103,2021,03,20,23800,-,12,2009,만천로 69
120,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202103,2021,03,6,21000,-,1,2009,만천로 69
121,동면,만천리,춘천KCC스위첸,119.72,36.21513703,202103,2021,03,2,28700,-,11,2009,만천로 69
122,동면,만천리,한일유앤아이,127.9717,38.71126505,202102,2021,02,23,25300,-,5,2006,만천로 107
123,동면,만천리,한일유앤아이,84.9925,25.71011555,202102,2021,02,24,19900,-,2,2006,만천로 107
124,동면,만천리,한일유앤아이,84.9925,25.71011555,202102,2021,02,21,20800,-,10,2006,만천로 107
125,동면,만천리,한일유앤아이,84.9925,25.71011555,202102,2021,02,16,18400,-,14,2006,만천로 107
126,동면,만천리,한일유앤아이,166.5906,50.39342973,202102,2021,02,3,29700,-,5,2006,만천로 107
127,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202101,2021,01,25,22800,-,15,2009,만천로 69
128,동면,만천리,춘천KCC스위첸,119.72,36.21513703,202101,2021,01,21,26300,-,2,2009,만천로 69
129,동면,만천리,한일유앤아이,166.5906,50.39342973,202101,2021,01,12,29700,-,11,2006,만천로 107
130,동면,만천리,한일유앤아이,84.9925,25.71011555,202101,2021,01,17,18500,-,2,2006,만천로 107
131,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202101,2021,01,12,22000,-,12,2009,만천로 69
132,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202101,2021,01,6,23950,-,14,2009,만천로 69
133,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202007,2020,07,24,18000,-,2,2008,후석로326번길 63
134,동면,만천리,대동다:숲아파트,84.7198,25.62762418,202006,2020,06,30,20800,-,15,2008,후석로326번길 63
135,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202007,2020,07,3,17700,-,1,2008,후석로326번길 63
136,동면,만천리,대동다:숲아파트,134.622,40.72297175,202006,2020,06,10,25000,-,7,2008,후석로326번길 63
137,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202006,2020,06,6,20600,-,8,2008,후석로326번길 63
138,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202011,2020,11,15,20000,-,4,2008,후석로326번길 63
139,동면,만천리,대동다:숲아파트,134.622,40.72297175,202011,2020,11,20,25000,-,8,2008,후석로326번길 63
140,동면,만천리,대동다:숲아파트,134.622,40.72297175,202011,2020,11,20,26000,-,7,2008,후석로326번길 63
141,동면,만천리,대동다:숲아파트,84.7198,25.62762418,202011,2020,11,2,21200,-,9,2008,후석로326번길 63
142,동면,만천리,대동다:숲아파트,84.7198,25.62762418,202010,2020,10,24,20500,-,5,2008,후석로326번길 63
143,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202010,2020,10,13,20400,-,9,2008,후석로326번길 63
144,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202009,2020,09,7,18800,-,7,2008,후석로326번길 63
145,동면,만천리,대동다:숲아파트,134.622,40.72297175,202009,2020,09,20,24500,-,8,2008,후석로326번길 63
146,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202009,2020,09,12,18900,-,4,2008,후석로326번길 63
147,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202005,2020,05,11,19200,-,11,2008,후석로326번길 63
148,동면,만천리,대동다:숲아파트,84.7198,25.62762418,202005,2020,05,10,20000,-,3,2008,후석로326번길 63
149,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202104,2021,04,22,20500,-,7,2008,후석로326번길 63
150,동면,만천리,대동다:숲아파트,134.622,40.72297175,202105,2021,05,3,22500,-,14,2008,후석로326번길 63
151,동면,만천리,대동다:숲아파트,134.622,40.72297175,202104,2021,04,14,26400,-,6,2008,후석로326번길 63
152,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202103,2021,03,15,20600,-,7,2008,후석로326번길 63
153,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202103,2021,03,6,21000,-,4,2008,후석로326번길 63
154,동면,만천리,대동다:숲아파트,84.6937,25.61972896,202103,2021,03,6,20700,-,3,2008,후석로326번길 63
155,동면,만천리,대동다:숲아파트,134.622,40.72297175,202101,2021,01,29,27000,-,7,2008,후석로326번길 63
156,동면,만천리,대동다:숲아파트,84.7198,25.62762418,202101,2021,01,9,20900,-,8,2008,후석로326번길 63
157,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202009,2020,09,14,20800,-,9,2009,만천로 69
158,동면,만천리,한일유앤아이,84.9925,25.71011555,202009,2020,09,11,19300,-,8,2006,만천로 107
159,동면,만천리,한일유앤아이,127.9717,38.71126505,202009,2020,09,9,26400,-,7,2006,만천로 107
160,동면,만천리,한일유앤아이,84.9925,25.71011555,202008,2020,08,29,18800,-,11,2006,만천로 107
161,동면,만천리,한일유앤아이,84.9925,25.71011555,202008,2020,08,11,19900,-,14,2006,만천로 107
162,동면,만천리,춘천KCC스위첸,119.72,36.21513703,202007,2020,07,31,24000,-,3,2009,만천로 69
163,동면,만천리,한일유앤아이,166.5906,50.39342973,202008,2020,08,13,26500,-,3,2006,만천로 107
164,동면,만천리,한일유앤아이,96.6879,29.24795813,202008,2020,08,11,23000,-,14,2006,만천로 107
165,동면,만천리,한일유앤아이,84.9925,25.71011555,202008,2020,08,1,18500,-,7,2006,만천로 107
166,동면,만천리,춘천KCC스위첸,125.17,37.86375461,202007,2020,07,8,27700,-,15,2009,만천로 69
167,동면,만천리,한일유앤아이,127.9717,38.71126505,202007,2020,07,27,23000,-,14,2006,만천로 107
168,동면,만천리,한일유앤아이,84.9925,25.71011555,202007,2020,07,8,19200,-,12,2006,만천로 107
169,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202007,2020,07,24,22700,-,14,2009,만천로 69
170,동면,만천리,한일유앤아이,84.9925,25.71011555,202007,2020,07,21,18000,-,4,2006,만천로 107
171,동면,만천리,춘천KCC스위첸,119.72,36.21513703,202007,2020,07,8,25000,-,7,2009,만천로 69
172,동면,만천리,한일유앤아이,84.9925,25.71011555,202007,2020,07,12,22300,-,12,2006,만천로 107
173,동면,만천리,한일유앤아이,127.9717,38.71126505,202007,2020,07,8,24000,-,2,2006,만천로 107
174,동면,만천리,한일유앤아이,84.9925,25.71011555,202006,2020,06,27,19000,-,11,2006,만천로 107
175,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202006,2020,06,23,22000,-,15,2009,만천로 69
176,동면,만천리,한일유앤아이,84.9925,25.71011555,202006,2020,06,22,18500,-,1,2006,만천로 107
177,동면,만천리,춘천KCC스위첸,84.972,25.70391433,202006,2020,06,15,22000,-,10,2009,만천로 69
178,동면,만천리,춘천KCC스위첸,125.17,37.86375461,202006,2020,06,21,26000,-,9,2009,만천로 69
179,동면,만천리,춘천KCC스위첸,125.17,37.86375461,202006,2020,06,12,26900,-,13,2009,만천로 69
180,동면,장학리,두산위브,84.988,25.70875431,202010,2020,10,26,23500,-,7,2008,삭주로 231
181,동면,장학리,두산위브,84.988,25.70875431,202010,2020,10,15,22400,-,5,2008,삭주로 231
182,동면,장학리,두산위브,84.968,25.70270434,202010,2020,10,7,22900,-,9,2008,삭주로 231
183,동면,장학리,두산위브,84.988,25.70875431,202010,2020,10,13,24750,-,15,2008,삭주로 231
184,동면,장학리,두산위브,84.988,25.70875431,202010,2020,10,6,22300,-,3,2008,삭주로 231
185,동면,장학리,두산위브,84.968,25.70270434,202009,2020,09,28,23100,-,10,2008,삭주로 231
186,동면,장학리,두산위브,84.988,25.70875431,202009,2020,09,28,20800,-,2,2008,삭주로 231
187,동면,장학리,두산위브,84.988,25.70875431,202005,2020,05,7,21500,-,6,2008,삭주로 231
188,동면,장학리,두산위브,84.988,25.70875431,202104,2021,04,8,26000,-,15,2008,삭주로 231
189,동면,장학리,두산위브,84.988,25.70875431,202104,2021,04,20,22000,-,1,2008,삭주로 231
190,동면,장학리,두산위브,84.988,25.70875431,202104,2021,04,30,26500,-,10,2008,삭주로 231
191,동면,장학리,두산위브,84.968,25.70270434,202105,2021,05,1,23000,-,7,2008,삭주로 231
192,동면,장학리,두산위브,84.988,25.70875431,202104,2021,04,23,24700,-,9,2008,삭주로 231
193,동면,장학리,두산위브,84.968,25.70270434,202104,2021,04,3,23900,-,4,2008,삭주로 231
194,동면,장학리,두산위브,84.991,25.70966181,202104,2021,04,3,23900,-,4,2008,삭주로 231
195,동면,장학리,두산위브,84.988,25.70875431,202103,2021,03,30,23300,-,3,2008,삭주로 231
196,동면,장학리,두산위브,84.988,25.70875431,202104,2021,04,2,23500,-,4,2008,삭주로 231
197,동면,장학리,두산위브,84.988,25.70875431,202104,2021,04,2,24500,-,11,2008,삭주로 231
198,동면,장학리,두산위브,84.988,25.70875431,202103,2021,03,20,23200,-,4,2008,삭주로 231
199,동면,장학리,두산위브,84.988,25.70875431,202103,2021,03,23,24000,-,8,2008,삭주로 231
200,동면,장학리,두산위브,84.988,25.70875431,202103,2021,03,22,22500,-,5,2008,삭주로 231
201,동면,장학리,두산위브,84.988,25.70875431,202103,2021,03,15,24000,-,5,2008,삭주로 231
202,동면,장학리,두산위브,84.991,25.70966181,202103,2021,03,14,22500,-,12,2008,삭주로 231
203,동면,장학리,두산위브,84.988,25.70875431,202103,2021,03,13,21800,-,3,2008,삭주로 231
204,동면,장학리,두산위브,84.968,25.70270434,202103,2021,03,6,21450,-,1,2008,삭주로 231
205,동면,장학리,두산위브,84.991,25.70966181,202102,2021,02,8,23500,-,15,2008,삭주로 231
206,동면,장학리,두산위브,84.988,25.70875431,202102,2021,02,22,23500,-,9,2008,삭주로 231
207,동면,장학리,두산위브,84.988,25.70875431,202102,2021,02,10,24200,-,14,2008,삭주로 231
208,동면,장학리,두산위브,84.988,25.70875431,202101,2021,01,23,22500,-,3,2008,삭주로 231
209,동면,장학리,두산위브,84.988,25.70875431,202101,2021,01,30,22500,-,7,2008,삭주로 231
210,동면,장학리,두산위브,84.988,25.70875431,202101,2021,01,22,22000,-,1,2008,삭주로 231
211,동면,장학리,두산위브,84.991,25.70966181,202101,2021,01,26,23500,-,10,2008,삭주로 231
212,동면,장학리,두산위브,84.988,25.70875431,202101,2021,01,7,22000,-,4,2008,삭주로 231
213,동면,장학리,두산위브,84.988,25.70875431,202012,2020,12,31,22000,-,4,2008,삭주로 231
214,동면,장학리,춘천장학아이파크,119.9166,36.27460826,202009,2020,09,5,36300,-,6,2012,만천로 242
215,동면,장학리,춘천장학아이파크,119.9166,36.27460826,202008,2020,08,21,32600,-,3,2012,만천로 242
216,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202008,2020,08,12,26400,-,12,2012,만천로 242
217,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202008,2020,08,8,25500,-,2,2012,만천로 242
218,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202007,2020,07,7,29500,-,9,2012,만천로 242
219,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202007,2020,07,22,29600,-,12,2012,만천로 242
220,동면,장학리,춘천장학아이파크,84.8675,25.67230322,202007,2020,07,18,27000,-,3,2012,만천로 242
221,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202007,2020,07,4,26000,-,2,2012,만천로 242
222,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202006,2020,06,30,28200,-,12,2012,만천로 242
223,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202007,2020,07,3,27800,-,14,2012,만천로 242
224,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202006,2020,06,27,25300,-,12,2012,만천로 242
225,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202006,2020,06,26,26800,-,3,2012,만천로 242
226,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202006,2020,06,19,26900,-,13,2012,만천로 242
227,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202006,2020,06,18,27500,-,12,2012,만천로 242
228,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202006,2020,06,18,27200,-,9,2012,만천로 242
229,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202006,2020,06,11,27000,-,10,2012,만천로 242
230,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202005,2020,05,30,27500,-,5,2012,만천로 242
231,동면,장학리,춘천장학아이파크,119.9166,36.27460826,202005,2020,05,19,32600,-,4,2012,만천로 242
232,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202012,2020,12,26,29700,-,11,2012,만천로 242
233,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202012,2020,12,24,26900,-,6,2012,만천로 242
234,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202012,2020,12,19,27600,-,10,2012,만천로 242
235,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202012,2020,12,15,28000,-,7,2012,만천로 242
236,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202012,2020,12,11,25200,-,1,2012,만천로 242
237,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202012,2020,12,1,26900,-,10,2012,만천로 242
238,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202011,2020,11,23,25000,-,1,2012,만천로 242
239,동면,장학리,춘천장학아이파크,119.9166,36.27460826,202011,2020,11,15,36700,-,3,2012,만천로 242
240,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202011,2020,11,15,29000,-,13,2012,만천로 242
241,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202011,2020,11,27,27000,-,10,2012,만천로 242
242,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202011,2020,11,23,28500,-,5,2012,만천로 242
243,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202010,2020,10,23,27400,-,9,2012,만천로 242
244,동면,장학리,춘천장학아이파크,119.9166,36.27460826,202010,2020,10,24,35000,-,8,2012,만천로 242
245,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202010,2020,10,17,27800,-,10,2012,만천로 242
246,동면,장학리,춘천장학아이파크,84.9428,25.69508137,202005,2020,05,14,25500,-,3,2012,만천로 242
247,동면,장학리,춘천장학아이파크,119.9166,36.27460826,202104,2021,04,24,36500,-,1,2012,만천로 242
248,동면,장학리,춘천장학아이파크,84.8675,25.67230322,202104,2021,04,3,30500,-,5,2012,만천로 242
249,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202104,2021,04,3,27500,-,3,2012,만천로 242
250,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202103,2021,03,30,27300,-,7,2012,만천로 242
251,동면,장학리,춘천장학아이파크,84.8976,25.68140843,202103,2021,03,20,28000,-,5,2012,만천로 242
